item_id,original_title,release_year,genres,rating,rating_num,s_hat_5,prior_m,C
tt1596343,Fast Five,2011,Crime/Thriller/Action,3.5,3896660.0,3.5,3.58,80
tt1596363,The Big Short,2015,Drama/Comedy,,0.0,3.58,3.58,80
tt1598778,Contagion,2011,Drama/Science Fiction/Thriller,3.4,2966180.0,3.4,3.58,80
tt1602613,Only God Forgives,2013,Drama/Thriller/Crime,3.0,1524020.0,3.0,3.58,80
tt1602620,Amour,2012,Drama/Romance,4.2,1301570.0,4.2,3.58,80
tt1605783,Midnight in Paris,2011,Comedy/Fantasy/Romance,3.7,7194160.0,3.7,3.58,80
tt16116174,Harry Potter 20th Anniversary: Return to Hogwarts,2022,Documentary,3.9,1592190.0,3.9,3.58,80
tt1618434,Murder Mystery,2019,Comedy/Action/Mystery,2.8,4240730.0,2.8,3.58,80
tt1619029,Jackie,2016,Drama,3.5,1623680.0,3.5,3.58,80
tt16227014,Fire of Love,2022,Documentary,4.1,1112910.0,4.1,3.58,80
tt1622979,Final Destination 5,2011,Mystery/Horror,2.8,3545980.0,2.8,3.58,80
tt1623288,ParaNorman,2012,Adventure/Comedy/Animation/Family,3.7,2566930.0,3.7,3.58,80
tt16252698,Passages,2023,Drama/Romance,3.5,1122440.0,3.5,3.58,80
tt16277242,La sociedad de la nieve,2023,History/Drama,4.1,9999320.0,4.1,3.58,80
tt16283804,One Day,2024,Drama,4.1,2027910.0,4.1,3.58,80
tt16300138,I Used to Be Funny,2023,Drama/Comedy,3.5,1164110.0,3.5,3.58,80
tt1630029,Avatar: The Way of Water,2022,Science Fiction/Action/Adventure,3.6,18586870.0,3.6,3.58,80
tt16300962,Cuando acecha la maldad,2023,Horror/Thriller,3.5,3463280.0,3.5,3.58,80
tt16311594,F1,2025,Drama/Action,3.7,10855830.0,3.7,3.58,80
tt1632708,Friends with Benefits,2011,Comedy/Romance,3.0,4866100.0,3.0,3.58,80
tt1637688,In Time,2011,Thriller/Science Fiction/Action,2.9,4087610.0,2.9,3.58,80
tt1638355,The Man from U.N.C.L.E.,2015,Action/Comedy/Adventure,3.5,3036630.0,3.5,3.58,80
tt16426418,Challengers,2024,Romance/Drama,3.9,23290890.0,3.9,3.58,80
tt16428256,すずめの戸締まり,2022,Fantasy/Animation/Adventure/Drama,3.8,3329360.0,3.8,3.58,80
tt1645170,The Dictator,2012,Comedy,2.9,3678050.0,2.9,3.58,80
tt1648204,Lemonade Mouth,2011,Music/TV Movie/Drama/Comedy,3.6,1995990.0,3.6,3.58,80
tt1649418,The Gray Man,2022,Thriller/Action,2.8,4465720.0,2.8,3.58,80
tt1649419,The Impossible,2012,History/Drama/Thriller,3.6,3028670.0,3.6,3.58,80
tt1650043,Diary of a Wimpy Kid: Rodrick Rules,2011,Family/Comedy,3.7,2925950.0,3.7,3.58,80
tt1650062,Super 8,2011,Thriller/Science Fiction/Mystery,3.5,2938710.0,3.5,3.58,80
tt1650554,Kick-Ass 2,2013,Action/Crime/Adventure,2.8,2746550.0,2.8,3.58,80
tt1655389,Blonde,2022,Drama,2.1,2529540.0,2.1,3.58,80
tt1655441,The Age of Adaline,2015,Drama/Fantasy/Romance,3.2,2826970.0,3.2,3.58,80
tt1655442,The Artist,2011,Comedy/Romance/Drama,3.8,1587760.0,3.8,3.58,80
tt1659337,The Perks of Being a Wallflower,2012,Drama,4.0,22676040.0,4.0,3.58,80
tt1660648,Ricky Stanicky,2024,Comedy,2.8,2083920.0,2.8,3.58,80
tt1661199,Cinderella,2015,Fantasy/Romance/Family/Drama,3.3,3920930.0,3.3,3.58,80
tt1663202,The Revenant,2015,Adventure/Western/Drama,3.9,11578450.0,3.9,3.58,80
tt1666801,The DUFF,2015,Comedy/Romance,2.6,2598920.0,2.6,3.58,80
tt1667889,Ice Age: Continental Drift,2012,Family/Adventure/Comedy/Animation,2.8,2822230.0,2.8,3.58,80
tt1670345,Now You See Me,2013,Thriller/Crime,3.4,9887230.0,3.4,3.58,80
tt1677720,Ready Player One,2018,Science Fiction/Adventure/Action,3.3,10168400.0,3.3,3.58,80
tt1679335,Trolls,2016,Fantasy/Animation/Comedy/Family/Adventure/Music,2.8,2407560.0,2.8,3.58,80
tt1682180,Stoker,2013,Horror/Drama/Thriller,3.6,1498250.0,3.6,3.58,80
tt1683526,Detachment,2011,Drama,3.9,1770960.0,3.9,3.58,80
tt1684562,The Fall Guy,2024,Action/Romance/Comedy,3.4,9137130.0,3.4,3.58,80
tt1700841,Sausage Party,2016,Comedy/Animation/Adventure/Fantasy,2.3,5039810.0,2.3,3.58,80
tt17009710,Anatomie d'une chute,2023,Crime/Thriller/Mystery,4.1,13049960.0,4.1,3.58,80
tt17024450,The Equalizer 3,2023,Crime/Action/Thriller,3.1,1748050.0,3.1,3.58,80
tt1706593,Chronicle,2012,Thriller/Science Fiction/Drama,3.5,2737850.0,3.5,3.58,80
tt1706620,설국열차,2013,Drama/Action/Science Fiction,3.7,7634570.0,3.7,3.58,80
tt17076046,Weird: The Al Yankovic Story,2022,Comedy/Crime/Music,3.5,1413670.0,3.5,3.58,80
tt1714206,The Spectacular Now,2013,Romance/Drama/Comedy,3.2,2451180.0,3.2,3.58,80
tt1714915,Only Lovers Left Alive,2013,Drama/Romance,3.8,2021430.0,3.8,3.58,80
tt1723811,Shame,2011,Drama,3.8,2076520.0,3.8,3.58,80
tt1727388,The Way Way Back,2013,Drama/Comedy,3.7,1400910.0,3.7,3.58,80
tt1727824,Bohemian Rhapsody,2018,Music/Drama,3.5,15424420.0,3.5,3.58,80
tt17279496,Civil War,2024,War/Drama/Action,3.5,10081020.0,3.5,3.58,80
tt17351924,Saltburn,2023,Comedy/Drama/Thriller,3.4,26297530.0,3.4,3.58,80
tt1736633,"Oslo, 31. august",2011,Drama,4.1,965690.0,4.1,3.58,80
tt1745960,Top Gun: Maverick,2022,Action/Drama,4.0,18130110.0,4.0,3.58,80
tt1748122,Moonrise Kingdom,2012,Romance/Drama/Comedy,4.0,9430150.0,4.0,3.58,80
tt17526714,The Substance,2024,Horror/Drama/Science Fiction,3.8,27089360.0,3.8,3.58,80
tt17527468,Bottoms,2023,Comedy,3.8,12446320.0,3.8,3.58,80
tt17663992,Scream VI,2023,Crime/Thriller/Horror,3.4,7532770.0,3.4,3.58,80
tt1772341,Wreck-It Ralph,2012,Adventure/Comedy/Family/Animation,3.6,9968520.0,3.6,3.58,80
tt1772398,The Strange Thing About the Johnsons,2011,Drama/Horror,3.2,1353920.0,3.2,3.58,80
tt1781769,Anna Karenina,2012,Romance/History/Drama,3.6,1800530.0,3.6,3.58,80
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017,Action/Fantasy/Adventure,2.7,5082570.0,2.7,3.58,80
tt1790864,The Maze Runner,2014,Science Fiction/Thriller/Action/Mystery,3.5,10393360.0,3.5,3.58,80
tt1790885,Zero Dark Thirty,2012,Drama/Thriller,3.7,2400530.0,3.7,3.58,80
tt1791528,Inherent Vice,2014,Comedy/Drama/Mystery,3.6,2131660.0,3.6,3.58,80
tt1798188,コクリコ坂から,2011,Drama/Animation,3.7,2324670.0,3.7,3.58,80
tt1798684,Southpaw,2015,Drama/Action,3.6,2685120.0,3.6,3.58,80
tt1798709,Her,2013,Science Fiction/Romance/Drama,4.0,18968660.0,4.0,3.58,80
tt1800241,American Hustle,2013,Crime/Drama,,0.0,3.58,3.58,80
tt1823672,Chappie,2015,Science Fiction/Action/Crime,3.1,2098360.0,3.1,3.58,80
tt1825683,Black Panther,2018,Adventure/Science Fiction/Action,3.7,23652780.0,3.7,3.58,80
tt1832382,جدایی نادر از سیمین,2011,Drama,4.4,1620110.0,4.4,3.58,80
tt1839492,Ruby Sparks,2012,Comedy/Drama/Fantasy/Romance,3.6,1279340.0,3.6,3.58,80
tt18412256,Alien: Romulus,2024,Science Fiction/Horror,3.6,10731280.0,3.6,3.58,80
tt1843866,Captain America: The Winter Soldier,2014,Adventure/Science Fiction/Action,3.7,16284090.0,3.7,3.58,80
tt1853728,Django Unchained,2012,Drama/Western,4.3,25801420.0,4.3,3.58,80
tt1853739,You’re Next,2011,Thriller/Mystery/Horror,3.3,2070770.0,3.3,3.58,80
tt1854564,Percy Jackson: Sea of Monsters,2013,Fantasy/Adventure/Family,2.2,2176140.0,2.2,3.58,80
tt1855199,End of Watch,2012,Drama/Thriller/Crime,3.8,2368220.0,3.8,3.58,80
tt18559464,My Old Ass,2024,Comedy/Drama,3.5,2999750.0,3.5,3.58,80
tt1856101,Blade Runner 2049,2017,Science Fiction/Drama,4.1,18153470.0,4.1,3.58,80
tt1860353,Turbo,2013,Family/Animation,2.7,2196000.0,2.7,3.58,80
tt1865505,Song of the Sea,2014,Fantasy/Animation/Family,4.2,1187530.0,4.2,3.58,80
tt1872181,The Amazing Spider-Man 2,2014,Science Fiction/Action/Adventure,3.1,11704740.0,3.1,3.58,80
tt1877830,The Batman,2022,Crime/Mystery/Thriller,4.0,32799540.0,4.0,3.58,80
tt1877832,X-Men: Days of Future Past,2014,Action/Science Fiction/Adventure,3.7,8430910.0,3.7,3.58,80
tt1878870,The Edge of Seventeen,2016,Drama/Comedy,3.5,7493020.0,3.5,3.58,80
tt18816518,Syk pike,2022,Comedy/Drama,3.7,1536600.0,3.7,3.58,80
tt18925334,Pearl,2022,Horror/Thriller,3.7,16548610.0,3.7,3.58,80
tt1896747,Fly Me to the Moon,2024,Comedy/Romance,3.1,1492990.0,3.1,3.58,80
tt18968540,咒,2022,Horror,3.3,1980040.0,3.3,3.58,80
tt1899353,Serbuan Maut,2011,Action/Crime/Thriller,4.0,2496700.0,4.0,3.58,80
tt1905041,Fast & Furious 6,2013,Action/Crime/Thriller,3.1,3272560.0,3.1,3.58,80
tt1907668,Flight,2012,Drama,3.5,1837640.0,3.5,3.58,80
tt1911658,Penguins of Madagascar,2014,Animation/Family/Comedy/Adventure,3.1,2107400.0,3.1,3.58,80
tt1915581,Magic Mike,2012,Comedy/Drama,3.0,1658150.0,3.0,3.58,80
tt1931533,Seven Psychopaths,2012,Comedy/Crime,3.7,2311360.0,3.7,3.58,80
tt19356262,Drive-Away Dolls,2024,Comedy/Crime,2.8,2499300.0,2.8,3.58,80
tt1935859,Miss Peregrine’s Home for Peculiar Children,2016,Family/Drama/Fantasy/Thriller/Adventure,3.2,4941920.0,3.2,3.58,80
tt1937390,Nymphomaniac: Vol. I,2013,Drama,3.5,2084720.0,3.5,3.58,80
tt1939659,Carrie,2013,Drama/Horror,2.6,2191450.0,2.6,3.58,80
tt19500164,Nimona,2023,Drama/Fantasy/Adventure/Animation/Family/Action/Science Fiction,4.0,3663480.0,4.0,3.58,80
tt1950186,Ford v Ferrari,2019,Drama/Action/History,4.0,8478360.0,4.0,3.58,80
tt1951261,The Hangover Part III,2013,Comedy,2.7,4019070.0,2.7,3.58,80
tt1951264,The Hunger Games: Catching Fire,2013,Science Fiction/Adventure/Action,3.9,17131540.0,3.9,3.58,80
tt1951265,The Hunger Games: Mockingjay – Part 1,2014,Thriller/Science Fiction/Adventure,3.3,12894780.0,3.3,3.58,80
tt1951266,The Hunger Games: Mockingjay – Part 2,2015,Adventure/Action/Science Fiction,3.4,11806410.0,3.4,3.58,80
tt1959563,The Hitman’s Bodyguard,2017,Thriller/Comedy/Action/Crime,3.1,1922000.0,3.1,3.58,80
tt19637052,Love Lies Bleeding,2024,Drama/Thriller/Crime/Romance,3.5,5825180.0,3.5,3.58,80
tt1974419,The Neon Demon,2016,Horror/Thriller,3.2,2767990.0,3.2,3.58,80
tt19760052,La Passion de Dodin Bouffant,2023,Romance/Drama,4.0,850930.0,4.0,3.58,80
tt19770238,Aftersun,2022,Drama,,0.0,3.58,3.58,80
tt1979320,Rush,2013,Drama/Action,3.8,3422480.0,3.8,3.58,80
tt1979376,Toy Story 4,2019,Adventure/Animation/Comedy/Fantasy/Family,3.3,10190610.0,3.3,3.58,80
tt1979388,The Good Dinosaur,2015,Animation/Family/Adventure,2.9,3365470.0,2.9,3.58,80
tt1980929,Begin Again,2013,Comedy/Drama/Music/Romance,3.5,2346960.0,3.5,3.58,80
tt1981115,Thor: The Dark World,2013,Action/Adventure/Fantasy,2.3,10779930.0,2.3,3.58,80
tt1981677,Pitch Perfect,2012,Music/Comedy/Romance,3.6,10084780.0,3.6,3.58,80
tt1985966,Cloudy with a Chance of Meatballs 2,2013,Comedy/Family/Animation,2.9,2016800.0,2.9,3.58,80
tt2004420,Neighbors,2014,Comedy,2.9,3528820.0,2.9,3.58,80
tt2005151,War Dogs,2016,Drama/Comedy/Crime,3.5,4317890.0,3.5,3.58,80
tt2015381,Guardians of the Galaxy,2014,Adventure/Action/Science Fiction,3.8,24644100.0,3.8,3.58,80
tt20214908,Another Simple Favor,2025,Mystery/Comedy/Thriller,2.3,1420900.0,2.3,3.58,80
tt20215234,Conclave,2024,Drama/Thriller,3.9,16499580.0,3.9,3.58,80
tt20221436,Emilia Pérez,2024,Thriller/Drama,2.0,5693240.0,2.0,3.58,80
tt20247352,Black Mirror: Joan Is Awful,2023,TV Movie/Drama/Thriller/Science Fiction,3.1,1996170.0,3.1,3.58,80
tt2049403,Beetlejuice Beetlejuice,2024,Comedy/Fantasy,3.2,9191330.0,3.2,3.58,80
tt2080374,Steve Jobs,2015,Drama/History,3.6,2251860.0,3.6,3.58,80
tt2084970,The Imitation Game,2014,Drama/War/Thriller/History,3.8,9684570.0,3.8,3.58,80
tt2096673,Inside Out,2015,Animation/Adventure/Comedy/Family/Drama,3.8,25980890.0,3.8,3.58,80
tt20969586,Thunderbolts*,2025,Science Fiction/Adventure/Action,3.6,13777030.0,3.6,3.58,80
tt2101441,Spring Breakers,2012,Drama/Crime,2.8,3275920.0,2.8,3.58,80
tt21027780,Kuolleet lehdet,2023,Romance/Drama/Comedy,3.8,1920490.0,3.8,3.58,80
tt21051906,A Family Affair,2024,Romance/Comedy,1.9,1616440.0,1.9,3.58,80
tt21064584,The Iron Claw,2023,History/Drama,4.1,9140560.0,4.1,3.58,80
tt2109248,Transformers: Age of Extinction,2014,Science Fiction/Adventure/Action,2.2,2642980.0,2.2,3.58,80
tt21097228,A Different Man,2024,Comedy/Drama,3.8,2615780.0,3.8,3.58,80
tt21192142,All of Us Strangers,2023,Drama/Romance/Fantasy,3.9,6252350.0,3.9,3.58,80
tt2119532,Hacksaw Ridge,2016,War/Drama/History,4.0,8359740.0,4.0,3.58,80
tt2120120,Pixels,2015,Science Fiction/Action/Fantasy/Comedy,2.3,3755880.0,2.3,3.58,80
tt2121382,Turist,2014,Drama,3.9,1189680.0,3.9,3.58,80
tt21232992,Theater Camp,2023,Comedy,3.8,2521140.0,3.8,3.58,80
tt21235248,Ghostbusters: Frozen Empire,2024,Comedy/Fantasy/Adventure,2.6,2371110.0,2.6,3.58,80
tt21261712,Back to Black,2024,Music/Drama/History,2.5,1525230.0,2.5,3.58,80
tt2126355,San Andreas,2015,Drama/Action/Thriller,2.5,2202710.0,2.5,3.58,80
tt21276878,You Are So Not Invited to My Bat Mitzvah,2023,Comedy,,0.0,3.58,3.58,80
tt21307994,Skinamarink,2022,Horror,,0.0,3.58,3.58,80
tt2132285,The Bling Ring,2013,Drama/Crime,3.0,3121840.0,3.0,3.58,80
tt21382296,Carry-On,2024,Action/Thriller,3.0,8696440.0,3.0,3.58,80
tt2139881,Long Shot,2019,Romance/Comedy,3.2,1594320.0,3.2,3.58,80
tt2140203,おおかみこどもの雨と雪,2012,Animation/Family/Drama/Fantasy,4.1,1443530.0,4.1,3.58,80
tt2140479,The Accountant,2016,Crime/Drama/Thriller,3.3,3369460.0,3.3,3.58,80
tt21454134,The Bikeriders,2023,Crime/Drama,3.3,3028810.0,3.3,3.58,80
tt2147319,ヘルタースケルター,2012,Horror/Drama,3.8,718330.0,3.8,3.58,80
tt21692408,Kung Fu Panda 4,2024,Adventure/Comedy/Fantasy/Family/Animation/Action,2.7,3650860.0,2.7,3.58,80
tt2172954,The Life List,2025,Drama/Romance/Comedy,3.1,2423840.0,3.1,3.58,80
tt2179136,American Sniper,2014,Action/War,3.4,4843030.0,3.4,3.58,80
tt2180411,Into the Woods,2014,Comedy/Fantasy,2.7,2492070.0,2.7,3.58,80
tt21807222,Saw X,2023,Horror/Mystery,3.2,3892410.0,3.2,3.58,80
tt21823606,A Real Pain,2024,Comedy/Drama,3.7,9815230.0,3.7,3.58,80
tt2183014,Love at First Sight,2023,Romance/Drama,3.1,1560290.0,3.1,3.58,80
tt21830902,Upgraded,2024,Comedy/Romance,2.8,2187850.0,2.8,3.58,80
tt21867434,BlackBerry,2023,Drama/Comedy,3.8,2105520.0,3.8,3.58,80
tt21909764,Culpa mía,2023,Romance/Drama,2.3,2292580.0,2.3,3.58,80
tt2191701,Grown Ups 2,2013,Comedy,2.8,4061000.0,2.8,3.58,80
tt2194499,About Time,2013,Drama/Fantasy/Romance,4.1,11825590.0,4.1,3.58,80
tt22022452,Inside Out 2,2024,Comedy/Family/Adventure/Animation,3.6,21913480.0,3.6,3.58,80
tt2203939,The Other Woman,2014,Comedy/Romance,3.1,1910060.0,3.1,3.58,80
tt22041854,Priscilla,2023,Drama/Romance,3.5,9919880.0,3.5,3.58,80
tt22048412,MaXXXine,2024,Horror/Thriller,3.1,7768930.0,3.1,3.58,80
tt22207786,Les Chambres rouges,2023,Crime/Thriller,3.9,1161670.0,3.9,3.58,80
tt2222042,Love and Monsters,2020,Comedy/Science Fiction/Adventure,3.2,3036980.0,3.2,3.58,80
tt2224026,Home,2015,Comedy/Fantasy/Family/Science Fiction/Animation,2.8,2401800.0,2.8,3.58,80
tt2226417,Insidious: Chapter 2,2013,Thriller/Horror,3.0,2665170.0,3.0,3.58,80
tt2229499,Don Jon,2013,Comedy/Romance/Drama,2.8,1655410.0,2.8,3.58,80
tt2234155,The Internship,2013,Comedy,2.8,1866650.0,2.8,3.58,80
tt22375054,Strange Darling,2023,Crime/Thriller/Horror,3.5,2342630.0,3.5,3.58,80
tt22408160,Kinds of Kindness,2024,Comedy/Drama,3.3,4680370.0,3.3,3.58,80
tt2245084,Big Hero 6,2014,Comedy/Action/Family/Animation/Adventure,3.8,13244010.0,3.8,3.58,80
tt2250912,Spider-Man: Homecoming,2017,Action/Adventure/Science Fiction,3.5,21893890.0,3.5,3.58,80
tt2262227,The Book of Life,2014,Comedy/Animation/Fantasy/Adventure/Family,3.7,2261650.0,3.7,3.58,80
tt2267968,Kung Fu Panda 3,2016,Adventure/Comedy/Action/Family/Animation,3.3,4506250.0,3.3,3.58,80
tt2267998,Gone Girl,2014,Drama/Mystery/Thriller,4.1,25673460.0,4.1,3.58,80
tt22687790,A Haunting in Venice,2023,Crime/Mystery/Thriller,3.0,3603640.0,3.0,3.58,80
tt2277860,Finding Dory,2016,Adventure/Comedy/Animation/Family,3.3,9007760.0,3.3,3.58,80
tt2278388,The Grand Budapest Hotel,2014,Comedy/Drama,4.2,25011210.0,4.2,3.58,80
tt2278871,La Vie d'Adèle - Chapitres 1 et 2,2013,Drama/Romance,3.2,3184110.0,3.2,3.58,80
tt2283336,Men in Black: International,2019,Science Fiction/Comedy/Action,2.2,2034440.0,2.2,3.58,80
tt22890246,How to Have Sex,2023,Drama,3.6,1967320.0,3.6,3.58,80
tt22893404,Maria,2024,Music/Drama/History,3.3,1145660.0,3.3,3.58,80
tt22898462,The Conjuring: Last Rites,2025,Horror,3.0,2792530.0,3.0,3.58,80
tt2293640,Minions,2015,Comedy/Family/Animation/Adventure,3.0,5536710.0,3.0,3.58,80
tt2294629,Frozen,2013,Fantasy/Animation/Adventure/Family,3.5,13837050.0,3.5,3.58,80
tt23055660,Nickel Boys,2024,Drama/History,4.0,2074480.0,4.0,3.58,80
tt2321405,Ma vie de courgette,2016,Drama/Comedy/Animation/Family,4.2,2116440.0,4.2,3.58,80
tt2322441,Fifty Shades of Grey,2015,Romance/Thriller/Drama,1.8,4105250.0,1.8,3.58,80
tt2325989,Teen Beach Movie,2013,Comedy/TV Movie/Music/Family,3.4,1852200.0,3.4,3.58,80
tt2326554,A Girl Walks Home Alone at Night,2014,Romance/Horror,3.8,1337200.0,3.8,3.58,80
tt23289160,ゴジラ-1.0,2023,Horror/Science Fiction/Action,4.1,7735170.0,4.1,3.58,80
tt2334649,Fruitvale Station,2013,Drama,4.0,1225530.0,4.0,3.58,80
tt2334873,Blue Jasmine,2013,Drama,3.7,1598860.0,3.7,3.58,80
tt23468450,Longlegs,2024,Thriller/Crime/Horror,3.3,15172260.0,3.3,3.58,80
tt2347569,Frances Ha,2012,Comedy/Drama,,0.0,3.58,3.58,80
tt2358891,La grande bellezza,2013,Drama,4.1,1364560.0,4.1,3.58,80
tt2361509,The Intern,2015,Comedy,3.3,4508380.0,3.3,3.58,80
tt2370248,Short Term 12,2013,Drama,4.2,1400780.0,4.2,3.58,80
tt2375605,Jagal,2012,Documentary,4.4,850700.0,4.4,3.58,80
tt23770030,Memoir of a Snail,2024,Comedy/Drama/Animation,4.2,2259420.0,4.2,3.58,80
tt23778968,Thelma,2024,Drama/Adventure/Comedy/Action,3.7,1188170.0,3.7,3.58,80
tt2379713,Spectre,2015,Action/Thriller/Adventure,3.2,5118470.0,3.2,3.58,80
tt2380307,Coco,2017,Adventure/Animation/Music/Family,4.1,23471180.0,4.1,3.58,80
tt2381111,Brooklyn,2015,History/Romance/Drama,3.8,2183560.0,3.8,3.58,80
tt2381941,Focus,2015,Crime/Comedy/Romance,3.1,3012910.0,3.1,3.58,80
tt2382009,Nymphomaniac: Vol. II,2013,Mystery/Drama,3.3,1471470.0,3.3,3.58,80
tt2388715,Oculus,2013,Horror,3.2,1601900.0,3.2,3.58,80
tt2395427,Avengers: Age of Ultron,2015,Science Fiction/Action/Adventure,3.2,16094560.0,3.2,3.58,80
tt2396224,It’s Such a Beautiful Day,2012,Animation/Comedy,4.4,1101970.0,4.4,3.58,80
tt2397535,Predestination,2014,Science Fiction/Thriller,3.6,2211250.0,3.6,3.58,80
tt2400463,The Invitation,2015,Horror/Thriller,,0.0,3.58,3.58,80
tt2401878,Anomalisa,2015,Romance/Animation/Drama/Comedy,3.8,1458120.0,3.8,3.58,80
tt2402927,Carol,2015,Drama/Romance,4.0,5506010.0,4.0,3.58,80
tt2406566,Atomic Blonde,2017,Thriller/Adventure/Action,3.3,2514090.0,3.3,3.58,80
tt24068064,Reality,2023,Drama/Thriller,3.2,1335490.0,3.2,3.58,80
tt24216998,Vampire humaniste cherche suicidaire consentant,2023,Romance/Comedy/Fantasy/Horror,3.9,1239820.0,3.9,3.58,80
tt2463208,The Adam Project,2022,Comedy/Action/Adventure/Science Fiction,2.9,4248010.0,2.9,3.58,80
tt2479800,Palo Alto,2013,Drama,3.1,1981580.0,3.1,3.58,80
tt24807110,Don’t Move,2024,Horror/Thriller,2.5,1726720.0,2.5,3.58,80
tt2481498,"Extremely Wicked, Shockingly Evil and Vile",2019,Drama/Crime,3.1,2182700.0,3.1,3.58,80
tt2488496,Star Wars: The Force Awakens,2015,Action/Adventure/Science Fiction,3.3,15845170.0,3.3,3.58,80
tt2494362,Bone Tomahawk,2015,Drama/Horror/Western,3.6,1724070.0,3.6,3.58,80
tt2510894,Hotel Transylvania 2,2015,Fantasy/Family/Animation/Comedy,3.0,3067720.0,3.0,3.58,80
tt2527336,Star Wars: The Last Jedi,2017,Adventure/Action/Science Fiction,2.9,13798430.0,2.9,3.58,80
tt2527338,Star Wars: The Rise of Skywalker,2019,Adventure/Action/Science Fiction,2.3,12129300.0,2.3,3.58,80
tt2543164,Arrival,2016,Mystery/Science Fiction/Drama,4.1,20613730.0,4.1,3.58,80
tt2543472,Wonder,2017,Drama/Family,3.6,4998910.0,3.6,3.58,80
tt2554274,Crimson Peak,2015,Horror/Mystery/Romance,3.4,3306450.0,3.4,3.58,80
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),2014,Drama/Comedy,4.0,10414290.0,4.0,3.58,80
tt2567026,Alice Through the Looking Glass,2016,Family/Adventure/Fantasy,2.9,2461380.0,2.9,3.58,80
tt2576852,かぐや姫の物語,2013,Drama/Fantasy/Animation,4.3,2448210.0,4.3,3.58,80
tt2582496,Me and Earl and the Dying Girl,2015,Comedy/Drama,,0.0,3.58,3.58,80
tt2582782,Hell or High Water,2016,Crime/Western/Drama,3.9,3133830.0,3.9,3.58,80
tt2582802,Whiplash,2014,Drama/Music,4.4,34246500.0,4.4,3.58,80
tt2584384,Jojo Rabbit,2019,War/Comedy/Drama,4.0,19100340.0,4.0,3.58,80
tt2591814,言の葉の庭,2013,Romance/Drama/Animation,3.4,1506740.0,3.4,3.58,80
tt26047818,Anyone But You,2023,Romance/Comedy,2.9,15799210.0,2.9,3.58,80
tt26342662,M3GAN 2.0,2025,Action/Thriller/Science Fiction,2.7,1433800.0,2.7,3.58,80
tt2637276,Ted 2,2015,Comedy/Fantasy,2.8,3270050.0,2.8,3.58,80
tt26446278,Le Comte de Monte-Cristo,2024,Drama/Action/Adventure,4.1,2739270.0,4.1,3.58,80
tt26470109,Oddity,2024,Mystery/Horror,3.4,1845110.0,3.4,3.58,80
tt2649356,Sharp Objects,2018,Mystery/Drama/Crime,4.3,1503470.0,4.3,3.58,80
tt26581740,Weapons,2025,Horror/Mystery,3.7,13098450.0,3.7,3.58,80
tt26584495,Companion,2025,Thriller/Science Fiction/Horror,3.4,11206740.0,3.4,3.58,80
tt2660888,Star Trek Beyond,2016,Action/Science Fiction/Adventure,3.3,2072680.0,3.3,3.58,80
tt26736843,The Watchers,2024,Mystery/Horror/Fantasy,2.4,2740930.0,2.4,3.58,80
tt26743210,How to Train Your Dragon,2025,Fantasy/Family/Adventure/Action,3.9,7656770.0,3.9,3.58,80
tt2674426,Me Before You,2016,Drama/Romance,3.5,8306250.0,3.5,3.58,80
tt26753003,Trap,2024,Crime/Mystery/Thriller/Horror,2.6,8901530.0,2.6,3.58,80
tt2692250,Night at the Museum: Secret of the Tomb,2014,Comedy/Family/Adventure/Fantasy,2.8,2118510.0,2.8,3.58,80
tt2692904,Locke,2013,Thriller/Drama,3.6,1540890.0,3.6,3.58,80
tt2709692,The Grinch,2018,Animation/Comedy/Family,3.0,2905600.0,3.0,3.58,80
tt2709768,The Secret Life of Pets,2016,Family/Comedy/Adventure/Animation,2.8,3706400.0,2.8,3.58,80
tt27131358,We Live in Time,2024,Drama/Romance,3.7,8855860.0,3.7,3.58,80
tt27196021,Small Things Like These,2024,History/Drama,3.5,1236270.0,3.5,3.58,80
tt27218960,Y2K,2024,Horror/Science Fiction/Comedy,2.5,1848870.0,2.5,3.58,80
tt27367464,Kneecap,2024,Comedy/Drama/Music,4.1,1877260.0,4.1,3.58,80
tt2737304,Bird Box,2018,Thriller/Drama/Horror,2.9,10374600.0,2.9,3.58,80
tt27449259,Twin Peaks,1989,Thriller/Drama/Mystery/TV Movie,4.6,2436220.0,4.6,3.58,80
tt27490099,L'Amour ouf,2024,Crime/Romance/Drama,3.6,1691720.0,3.6,3.58,80
tt27503384,Perfect Days,2023,Drama,4.3,6311610.0,4.3,3.58,80
tt2762506,Bacurau,2019,Western/Thriller/Mystery,3.9,1513160.0,3.9,3.58,80
tt2763304,T2 Trainspotting,2017,Crime/Comedy/Drama,3.6,1752510.0,3.6,3.58,80
tt27729779,El hoyo 2,2024,Thriller/Science Fiction/Horror,,0.0,3.58,3.58,80
tt27802490,파묘,2024,Thriller/Horror/Mystery,3.6,1304140.0,3.6,3.58,80
tt2788710,The Interview,2014,Comedy/Action,3.0,4714480.0,3.0,3.58,80
tt27911000,Terrifier 3,2024,Horror/Thriller,2.9,3500510.0,2.9,3.58,80
tt2798920,Annihilation,2018,Science Fiction/Horror,3.6,8362240.0,3.6,3.58,80
tt28015403,Heretic,2024,Thriller/Horror,3.3,10165580.0,3.3,3.58,80
